"predictionThreshold","PersonCountAtRisk","PersonCountWithOutcome","averagePredictedProbability","StDevPredictedProbability","MinPredictedProbability","P25PredictedProbability","MedianPredictedProbability","P75PredictedProbability","MaxPredictedProbability","observedIncidence","evaluation"
0,3151,11,0.00419623542093693,0.000273417071640298,0.00343929533825777,0.00406159188804188,0.00430403067140427,0.00442932671904024,0.00442932671904024,0.00349095525230086,"Test"
0.00442932671904024,2284,13,0.00455071374929566,1.47376893942363e-05,0.00443502196366791,0.00454675392741957,0.0045581253009211,0.0045581253009211,0.0045581253009211,0.00569176882661997,"Test"
0.0045581253009211,2577,13,0.00473867214466798,2.76226299714635e-05,0.00456411386204132,0.00474606761981482,0.00474606761981482,0.00474606761981482,0.00474606761981482,0.00504462553356616,"Test"
0.00474606761981482,1730,1,0.00497038964149944,6.94526617319443e-05,0.00474790649695308,0.00497388494821669,0.00499350160518439,0.00499350160518439,0.00508199214460972,0.000578034682080925,"Test"
0.00508199214460972,2679,7,0.00517600564089967,3.95252274474213e-05,0.00508745572780686,0.00513876547902842,0.00519930175873961,0.00519930175873961,0.00522966962439116,0.00261291526689063,"Test"
0.00522966962439116,8012,31,0.00537284308298198,2.1289486280008e-05,0.00523529113828017,0.00538176660392215,0.00538176660392215,0.00538176660392215,0.00538176660392215,0.00386919620569146,"Test"
0.00538176660392215,1572,6,0.00548523857841254,5.42628752320786e-05,0.00538867987065481,0.00544514984563976,0.00545100171584102,0.00552430411999673,0.00558132202621873,0.00381679389312977,"Test"
0.00558132202621873,11305,54,0.00560347516564581,2.43090951441164e-07,0.00558348270945405,0.00560347843823324,0.00560347843823324,0.00560347843823324,0.00560347843823324,0.00477664750110571,"Test"
0.00560347843823324,713,4,0.00570174003457129,4.6084561939776e-05,0.00560564765047342,0.00566574999925869,0.00570633161722374,0.00573575670472868,0.00577430235421169,0.00561009817671809,"Test"
0.00577430235421169,2438,16,0.00592623211138698,7.42435271144625e-05,0.00577430235421169,0.00589534834723043,0.00589534834723043,0.00597366872348744,0.00605539595564535,0.00656275635767022,"Test"
0.00605539595564535,2491,11,0.00616518704054807,4.04690512313104e-05,0.00605597902566137,0.00613808755979006,0.00617390461672111,0.00617782370969464,0.00625590235663079,0.0044158972300281,"Test"
0.00625590235663079,2361,12,0.00635431645920093,6.06860236011162e-05,0.00625653736653458,0.00629147908883249,0.00632818551905644,0.00642803913729225,0.00643989343098222,0.00508259212198221,"Test"
0.00643989343098222,2428,18,0.00654208344635303,4.55024384845714e-05,0.00644238773290365,0.00651339000385813,0.00654149810530313,0.00658862855476349,0.00664528811406726,0.00741350906095552,"Test"
0.00664528811406726,2438,17,0.00681670154782914,9.46346788079127e-05,0.00664700276394822,0.00674400500229974,0.00678972778644687,0.00692659665109051,0.00697451005909969,0.00697292863002461,"Test"
0.00697451005909969,2489,20,0.007115210631614,8.18424348421773e-05,0.00697628422430195,0.0070335384319021,0.00713418792184278,0.00716530106614621,0.00726135886794495,0.00803535556448373,"Test"
0.00726135886794495,2404,21,0.00737129583970272,7.32825218542724e-05,0.00726321218982443,0.00729199631341118,0.00738144510674873,0.00745993781083322,0.00748000410643105,0.00873544093178037,"Test"
0.00748000410643105,2424,10,0.00756761249810983,7.99054502619184e-05,0.00748167885202019,0.00750340991404664,0.00750340991404664,0.00764086882012711,0.00772074996715746,0.00412541254125413,"Test"
0.00772074996715746,2394,22,0.0078116988213978,2.95160840901449e-05,0.00772097511140594,0.00781184028206454,0.00781184028206454,0.00781184028206454,0.00790410132926126,0.00918964076858814,"Test"
0.00790459478060663,2484,17,0.00812199857265038,0.000104899891889207,0.00790501512804897,0.00802619335500928,0.00817943896927593,0.00821778713790961,0.00823117528754886,0.00684380032206119,"Test"
0.00823117528754886,2835,14,0.00844744888660139,8.70554675543951e-05,0.00823327408351128,0.00839507110203846,0.0084560502311917,0.00853547982514138,0.0085553291148549,0.00493827160493827,"Test"
0.0085553291148549,2604,18,0.0087004534435136,9.61822121778944e-05,0.00855906319467769,0.00860512916849846,0.00871688685895355,0.0088032918917259,0.0088032918917259,0.00691244239631336,"Test"
0.0088032918917259,5305,47,0.00885281194642635,7.45199972551484e-06,0.00880341180461982,0.00885452243101305,0.00885452243101305,0.00885452243101305,0.00885452243101305,0.00885956644674835,"Test"
0.00885452243101305,1352,4,0.00897133700921316,4.96043516007741e-05,0.00885706923416791,0.00895843733942756,0.00895843733942756,0.00901042196449134,0.00907707963431276,0.0029585798816568,"Test"
0.0090771401708841,9017,84,0.00921402155808602,1.82365477815973e-05,0.00907722376900643,0.00921797494787018,0.00921797494787018,0.00921797494787018,0.00921797494787018,0.00931573694133304,"Test"
0.00921797494787018,721,10,0.00930528277726243,5.15408672729793e-05,0.00922046613957543,0.00927096580415891,0.00929101852986268,0.00935581674004098,0.00938415680824627,0.013869625520111,"Test"
0.00938415680824627,2414,27,0.00961338993232656,0.000103292976593444,0.00938626951598307,0.00952087276862824,0.00965809597134257,0.00969627832387744,0.00978206139779699,0.0111847555923778,"Test"
0.00978206139779699,2431,22,0.00999163889323041,9.65584848021363e-05,0.00978350860413341,0.00993770034417783,0.00999876087716054,0.0100939306061251,0.0101047107332305,0.00904977375565611,"Test"
0.0101047107332305,2462,25,0.0102672345275474,9.93151376301611e-05,0.0101055693954693,0.0101525950536976,0.0102870892405413,0.0103419837844046,0.0104052592625094,0.0101543460601137,"Test"
0.0104052592625094,2651,22,0.0106064411342873,0.000105283928436715,0.0104056332962494,0.0105370340447089,0.0105687615376954,0.0107084999424602,0.0107545157887153,0.00829875518672199,"Test"
0.0107545157887153,2174,24,0.0109628365078949,0.000128417595127023,0.0107554715936795,0.0108316694072478,0.010935124828264,0.0110775043525229,0.0111750739279144,0.0110395584176633,"Test"
0.0111753768403185,2438,28,0.0114833167455696,0.000174544800799926,0.0111763360629316,0.0113355424657925,0.0115014935670374,0.0116519482165603,0.0117387400333151,0.0114848236259229,"Test"
0.0117387400333151,2433,33,0.0120381696820671,0.000152122647096148,0.0117414946787853,0.0119279339434658,0.0120329115374789,0.0121851466621828,0.0122899842067958,0.0135635018495684,"Test"
0.0122899842067958,2420,26,0.0125383762602294,0.000144912511563043,0.0122899842067958,0.0123894805087347,0.0125497978545845,0.0126733230612968,0.0127793519379265,0.0107438016528926,"Test"
0.0127793519379265,3103,42,0.0130910863063372,0.000162026305745962,0.012780148652244,0.012896144878079,0.0131364597326713,0.0132678654823555,0.0132678654823555,0.0135352884305511,"Test"
0.0132678654823555,2607,43,0.0136645462584672,0.000171760624552748,0.0132705997586729,0.0135259221887973,0.0137545883055812,0.0138099488669652,0.0138099488669652,0.016494054468738,"Test"
0.0138099488669652,1588,18,0.0141071008238228,0.000145398623230369,0.0138105413880198,0.0140145947797991,0.0141166456243026,0.014213478617043,0.0143835739638892,0.0113350125944584,"Test"
0.0143835739638892,2612,38,0.0146972287293929,0.000189942558836286,0.0143835739638892,0.0145230285492657,0.0146838872121965,0.0149272612081195,0.0149413490990956,0.0145482388973966,"Test"
0.0149413490990956,2240,28,0.015199400108905,0.000134535742207941,0.0149439035438204,0.0151156083794094,0.0151656606164457,0.0152903013296145,0.015493883917285,0.0125,"Test"
0.015493883917285,5091,87,0.0156224108112429,3.5172712629945e-05,0.0154968424953918,0.0156406056970737,0.0156406056970737,0.0156406056970737,0.0156406056970737,0.0170889805539187,"Test"
0.0156406056970737,8120,85,0.0162044149877946,0.000161495115038443,0.0156424898946329,0.0162780325520027,0.0162780325520027,0.0162780325520027,0.0162780325520027,0.0104679802955665,"Test"
0.0162780325520027,1394,28,0.016556778124448,0.000179485405799055,0.0162787292191569,0.0163947412997989,0.0165546388804744,0.0167004177302648,0.016864098959209,0.0200860832137733,"Test"
0.016864098959209,2425,38,0.017221454394002,0.000199150262518063,0.0168655535591407,0.0171163404140823,0.0171163404140823,0.0173550986209887,0.017628172533457,0.0156701030927835,"Test"
0.017628172533457,2411,43,0.0178703675058709,0.000113807784629984,0.0176293223528283,0.0178128219296144,0.0178234563007148,0.0179155355386506,0.0181769222043056,0.0178349232683534,"Test"
0.0181769222043056,2437,45,0.0184661200492232,0.000186445492472114,0.0181795700741605,0.0182526083001019,0.0184547308575775,0.0186439202666786,0.0187706107713958,0.0184653262207632,"Test"
0.0187706107713958,2421,46,0.0191564882379671,0.000240422812822343,0.01877121677235,0.0189688807909499,0.0191038267803877,0.0193273423838391,0.0196250437017111,0.0190004130524577,"Test"
0.0196250437017111,2455,46,0.0201841258066465,0.00033227933076631,0.0196250437017111,0.0198598372364179,0.0201686655578032,0.0204561846347652,0.0206891392588223,0.0187372708757637,"Test"
0.0206891392588223,2405,74,0.0213121402766168,0.000311824869887394,0.0206891392588223,0.0210852588723868,0.0213702139185356,0.0214929915446064,0.0219390894854455,0.0307692307692308,"Test"
0.0219390894854455,2429,58,0.0225578479158096,0.000368190705046907,0.0219432146484621,0.022251228363022,0.0224662840741339,0.022911498903878,0.023202719131819,0.0238781391519144,"Test"
0.0232029612629514,2430,83,0.0239188569260351,0.000393009413730051,0.0232030144136877,0.0236561007503565,0.0238725566994345,0.024218790670577,0.0247086041919346,0.034156378600823,"Test"
0.0247122392151364,2432,54,0.0252440147736248,0.000345056583048454,0.0247131479709369,0.0248370085787058,0.0252989473751674,0.0255440078675278,0.025908049312834,0.0222039473684211,"Test"
0.025908049312834,2428,54,0.0266321470206223,0.000375345167952554,0.0259082552679339,0.0264099504436074,0.0265741480654081,0.0269544640595211,0.0273389879217383,0.0222405271828666,"Test"
0.0273392995950027,2430,68,0.0281981567556578,0.000436427934577819,0.0273393980181388,0.0279276455535021,0.0281112808383462,0.0287208192853232,0.0288743194715383,0.0279835390946502,"Test"
0.0288803483814336,5181,151,0.0297877347948545,0.000389554578656182,0.0288824666470726,0.0296126693805876,0.0300452869243979,0.0300452869243979,0.0300452869243979,0.0291449527118317,"Test"
0.0300452869243979,5611,146,0.031110182405112,0.000311671111668631,0.0300549649522221,0.0312511333002098,0.0312511333002098,0.0312511333002098,0.0312511333002098,0.0260203172340046,"Test"
0.0312511333002098,1377,50,0.0319533687279446,0.000458360347472638,0.0312576342475366,0.0314846046110985,0.031969396849294,0.0323585513427768,0.0326861900704831,0.0363108206245461,"Test"
0.0326861900704831,2857,94,0.0334739784825985,0.000570089347261957,0.0326865350325177,0.0328348078627273,0.0336098385525329,0.0341486681369649,0.0341486681369649,0.0329016450822541,"Test"
0.0341486681369649,1984,69,0.0348261272934566,0.000398036827344613,0.0341557505858895,0.0343551470597232,0.0349311261585929,0.0351755570655087,0.0356103203409384,0.0347782258064516,"Test"
0.0356127426521437,2469,99,0.0363761244266464,0.000519713740392135,0.0356143575262808,0.035915856787327,0.036325718497757,0.0367392961830638,0.0373876577321478,0.040097205346294,"Test"
0.0373876577321478,2391,97,0.0387226746535889,0.000773328786249812,0.037389962142792,0.0379871718255886,0.0387374432404204,0.0393787699185163,0.0400531804636832,0.040568799665412,"Test"
0.040055392128143,2467,113,0.0414488753569789,0.000783605126716413,0.0400571298645043,0.040860515087456,0.0413105106102614,0.0422075455754078,0.0426437708679049,0.0458046209971625,"Test"
0.0426437708679049,2393,102,0.0440410399976936,0.000856490488017541,0.0426534041546776,0.0431781670621564,0.0441309830011925,0.0445759837325572,0.045596188675502,0.0426243209360635,"Test"
0.0455976623352658,2540,147,0.0470388399518288,0.000925436243874024,0.0455990226365863,0.0460783166366562,0.0471919408509778,0.0476167285472162,0.0486371916433515,0.0578740157480315,"Test"
0.0486371916433515,2439,119,0.0505712280309697,0.000994113086937572,0.0486437691733566,0.0498147665164652,0.0506879029601028,0.0513735183991646,0.0519502732763709,0.048790487904879,"Test"
0.0519502732763709,3204,172,0.053436514435531,0.000465697213823917,0.0519565736994933,0.0533882426946858,0.0536848814064511,0.0536848814064511,0.0536848814064511,0.0536828963795256,"Test"
0.0536848814064511,3993,238,0.0554928515354867,0.000575504984306688,0.0536977258282689,0.0557599116689833,0.0557849203544054,0.0557849203544054,0.0557849203544054,0.0596043075381918,"Test"
0.0557849203544054,2404,135,0.0581175783099525,0.00116403005481416,0.0557852014456611,0.0572017446591025,0.058510833528153,0.058675334663972,0.0601759617014505,0.0561564059900166,"Test"
0.0601790123151618,2768,171,0.0617895095759503,0.0010586445624276,0.0601835882357283,0.0608143746512328,0.0614088238562847,0.0626253951519584,0.063522051739839,0.0617774566473988,"Test"
0.063522051739839,2092,160,0.065528874029496,0.00118006761563825,0.0635329070707765,0.0645777572677836,0.0653425194809273,0.066456722820107,0.0678783884479279,0.0764818355640535,"Test"
0.0678821846142721,2430,193,0.0708393209643038,0.00174694440588627,0.0678889333544399,0.0692763773052784,0.0708149284369129,0.0724459637902643,0.0739374359313101,0.0794238683127572,"Test"
0.07394251234301,2434,200,0.0779650177994532,0.00243775653572534,0.073952366553957,0.0756367596122227,0.0778291709381769,0.0800471060857177,0.0827056160722364,0.0821692686935086,"Test"
0.0827056160722364,2426,217,0.0880251298518639,0.00288835025524338,0.0827465605261775,0.0851044471702328,0.0882381521314431,0.0910235369666782,0.0926974383109961,0.0894476504534213,"Test"
0.0927009565405515,2565,225,0.0971280195781422,0.00248982534168414,0.092709165742848,0.094484396547207,0.0969767892213591,0.0994543697783257,0.100590303587178,0.087719298245614,"Test"
0.100590303587178,2375,286,0.105599179590973,0.00257021400210713,0.10059571499907,0.103164090852541,0.105474767834412,0.108052343901441,0.10919217123027,0.120421052631579,"Test"
0.10919217123027,3935,434,0.11226105269861,0.000807513685024631,0.109207569852952,0.112611046702192,0.112611046702192,0.112611046702192,0.112611046702192,0.110292249047014,"Test"
0.112611046702192,5488,696,0.116398218683332,0.000891247265532008,0.112623632818615,0.116731813170312,0.116731813170312,0.116731813170312,0.116731813170312,0.126822157434402,"Test"
0.116731813170312,223,26,0.117131964346084,0.000261502326686686,0.116732736696883,0.116864957110658,0.117158695376914,0.117329671497316,0.117482732178706,0.116591928251121,"Test"
0.117482732178706,2472,329,0.122268406946612,0.00216355854816495,0.117526419765644,0.121073809343967,0.122101304514999,0.123960576358985,0.126080188617685,0.133090614886731,"Test"
0.126080188617685,2382,342,0.127535594590997,0.00127887789175089,0.126092016991384,0.126519834138735,0.127168223058811,0.128601633946911,0.130475795524353,0.143576826196474,"Test"
0.130485712112871,2449,356,0.132957690973067,0.00149415471516878,0.130546628299471,0.131742595460063,0.132411883983856,0.134609726275104,0.135751881902262,0.145365455287873,"Test"
0.135751881902262,2485,371,0.140159456178236,0.0025642892009131,0.135791038221878,0.137605760812259,0.14058528552502,0.142494288244469,0.144282519491092,0.149295774647887,"Test"
0.144282519491092,2532,344,0.149473837075776,0.00298571101577117,0.144327975055222,0.146775465594451,0.149098634940866,0.151850817151739,0.154322391365643,0.135860979462875,"Test"
0.154322391365643,2256,367,0.160186642320416,0.00363332935011975,0.154353045658341,0.156779552756596,0.160333851088566,0.16354709530854,0.166471643114338,0.162677304964539,"Test"
0.166471643114338,2428,413,0.175309920143638,0.00517545653179546,0.166480474240428,0.170874057719148,0.175307182791486,0.179806009116502,0.184903507102801,0.170098846787479,"Test"
0.184905880429489,2430,441,0.200633871411829,0.00994642339073536,0.184962840269987,0.191946956040451,0.199967853378496,0.208659283256007,0.219783777082759,0.181481481481481,"Test"
0.219783810770351,2430,525,0.278992043906775,0.0611197257861412,0.219785461462387,0.236113190853809,0.258592586402602,0.302153400846052,0.676007788131596,0.216049382716049,"Test"
0,9800,20,0.00418918332628382,0.000280082486554012,0.00343929533825777,0.00406159188804188,0.00430403067140427,0.00442932671904024,0.00442932671904024,0.00204081632653061,"Train"
0.00442932671904024,6954,27,0.00455110430271792,1.39380348441909e-05,0.00443170673301167,0.0045581253009211,0.0045581253009211,0.0045581253009211,0.0045581253009211,0.00388265746333046,"Train"
0.0045581253009211,7647,25,0.00473898827900384,2.65975183861372e-05,0.00456411386204132,0.00474606761981482,0.00474606761981482,0.00474606761981482,0.00474606761981482,0.00326925591735321,"Train"
0.00474606761981482,4791,17,0.00496224916176917,6.63681893651414e-05,0.00474790649695308,0.00496709855445469,0.00499350160518439,0.00499350160518439,0.00506188721710558,0.00354831976622834,"Train"
0.00506188721710558,8501,22,0.00517279766802166,4.26618357899484e-05,0.00506732929584595,0.00513876547902842,0.00517181619939726,0.00519930175873961,0.00522966962439116,0.00258793083166686,"Train"
0.00522966962439116,23644,131,0.00537270290804138,2.16274428472843e-05,0.00523032486330655,0.00538176660392215,0.00538176660392215,0.00538176660392215,0.00538176660392215,0.00554051767890374,"Train"
0.00538176660392215,4788,12,0.00548828573381821,5.53385851903899e-05,0.00538465562524946,0.00544514984563976,0.00547333501108222,0.00552430411999673,0.00558132202621873,0.0025062656641604,"Train"
0.00558132202621873,33227,131,0.00560346971418558,4.13584074871239e-07,0.00558191785101623,0.00560347843823324,0.00560347843823324,0.00560347843823324,0.00560347843823324,0.00394257682005598,"Train"
0.00560347843823324,2712,14,0.00571626392340475,5.73642606301572e-05,0.00560564765047342,0.00566574999925869,0.00572454356232102,0.00575185409285213,0.00580494131295918,0.0051622418879056,"Train"
0.00580494131295918,7633,46,0.00595325023456942,8.26349941544448e-05,0.0058074922413203,0.00589534834723043,0.00590217483329348,0.00604271067680083,0.00611383027533173,0.00602646403773091,"Train"
0.00611383027533173,7909,27,0.00619528372953215,5.23134094609266e-05,0.00611448259762511,0.00614950666162387,0.00617390461672111,0.00622725176133812,0.00628290631440891,0.00341383234290049,"Train"
0.00628290631440891,6358,34,0.0063851176897572,5.73032547407875e-05,0.00628954557897916,0.00632818551905644,0.00640264336676462,0.00642803913729225,0.00647247845478523,0.0053475935828877,"Train"
0.00647247845478523,7347,33,0.00656375538919514,5.47185361123107e-05,0.00647291830822811,0.00652138764868911,0.00654149810530313,0.00658862855476349,0.00668819144733634,0.00449162923642303,"Train"
0.00668819144733634,7658,56,0.00685629740477152,9.49526622373773e-05,0.00669121923620414,0.00677074554036822,0.00683251259192594,0.00694981348254172,0.00700394575819995,0.00731261425959781,"Train"
