"predictionThreshold","PersonCountAtRisk","PersonCountWithOutcome","averagePredictedProbability","StDevPredictedProbability","MinPredictedProbability","P25PredictedProbability","MedianPredictedProbability","P75PredictedProbability","MaxPredictedProbability","observedIncidence","evaluation"
0.00700394575819995,8616,55,0.00717991052797741,9.40155991371828e-05,0.00700394575819996,0.00711356314101279,0.00716530106614621,0.00729115308343281,0.00729199631341118,0.00638347260909935,"Train"
0.00729199631341118,9006,66,0.00744842778468007,6.41817962108326e-05,0.00729397083414607,0.00741588918433135,0.00745993781083322,0.00750340991404664,0.00750340991404664,0.00732844770153231,"Train"
0.00750340991404664,3798,20,0.00764361832763383,6.35212312844473e-05,0.00750371741307453,0.00760256390235225,0.00765728023757447,0.00769326382230067,0.0077432523453786,0.00526592943654555,"Train"
0.0077432523453786,7281,51,0.00782051794151085,3.47843955234795e-05,0.00774338418329891,0.00781184028206454,0.00781184028206454,0.00781184028206454,0.00795202718609808,0.00700453234445818,"Train"
0.0079523611937777,7511,64,0.00812835151308432,9.86464086178886e-05,0.00795246096230537,0.00803292267346831,0.00818352153514747,0.00821778713790961,0.00823117528754886,0.008520836107043,"Train"
0.00823117528754886,8608,74,0.00844856393119388,8.98565823247455e-05,0.00823316161143376,0.00839507110203846,0.0084560502311917,0.00854896035444014,0.0085553291148549,0.00859665427509294,"Train"
0.0085553291148549,7822,56,0.00869829934012952,9.70078318260312e-05,0.00855548887012072,0.00860512916849846,0.00871258550407595,0.0088032918917259,0.0088032918917259,0.00715929429813347,"Train"
0.0088032918917259,15883,127,0.0088529249619626,7.18322652827283e-06,0.00880341180461982,0.00885452243101305,0.00885452243101305,0.00885452243101305,0.00885452243101305,0.00799597053453378,"Train"
0.00885452243101305,3939,28,0.00896754268503905,4.71892315766001e-05,0.00885706923416791,0.00895843733942756,0.00895843733942756,0.00901031210797427,0.0090747415600989,0.00710840314800711,"Train"
0.0090747415600989,27202,178,0.00921292964633062,2.17445268816506e-05,0.00907474156009891,0.00921797494787018,0.00921797494787018,0.00921797494787018,0.00921797494787018,0.00654363649731637,"Train"
0.00921797494787018,1990,22,0.00929659136477124,5.05874060841773e-05,0.00921810045678397,0.00925206043701804,0.00928345954626659,0.00934719193804603,0.00938021314361362,0.0110552763819095,"Train"
0.00938021314361362,7236,59,0.00960271439104617,0.000105845698940053,0.00938142861084983,0.00950838308380395,0.00965809597134257,0.00969627832387744,0.00972845067825611,0.00815367606412382,"Train"
0.00972845067825611,7491,63,0.00997698212528916,0.000106064673849432,0.00972845067825612,0.00992541952970501,0.00998848224653294,0.0100939306061251,0.0100939306061251,0.00841009211053264,"Train"
0.0100939306061251,7649,94,0.010263309199781,9.97152162962829e-05,0.010095767078321,0.0101525950536976,0.0102868881825813,0.0103414176411416,0.0104052592625094,0.0122891881291672,"Train"
0.0104052592625094,6752,78,0.0105819807760475,8.95716885649993e-05,0.0104056332962494,0.0105271800117876,0.0105687615376954,0.0106415205417129,0.010744014873295,0.0115521327014218,"Train"
0.010744014873295,7267,80,0.0109086168920618,0.000124169469759881,0.0107449060075003,0.0108169775084339,0.0108886872970364,0.0110219929951503,0.0111446439693417,0.0110086693270951,"Train"
0.0111446879416004,7295,88,0.0114186495606003,0.000169365559288245,0.0111447148923396,0.0112600679895118,0.0114088413384769,0.0115648151690363,0.0116973043113143,0.0120630568882796,"Train"
0.0116973043113143,7454,100,0.0119732644083872,0.00016273337874546,0.0116977242406775,0.0118338270835619,0.0119722841719963,0.0121288218160932,0.0122191218041138,0.0134156157767642,"Train"
0.0122191218041138,7121,84,0.0124873785868132,0.000146186900665696,0.0122204105257809,0.0123804079615285,0.0124903636780608,0.012635170054615,0.0126958651480674,0.011796096053925,"Train"
0.0126963954967013,7306,92,0.0129743417534146,0.000152123581784094,0.0126967640440572,0.012896144878079,0.0129199674760803,0.013116215887101,0.0132279465874277,0.0125923898165891,"Train"
0.0132279465874277,7282,100,0.0134177986340514,0.000167893762613741,0.0132288606280542,0.0132678654823555,0.0133523301779627,0.013562689004362,0.0137707924508069,0.0137324910738808,"Train"
0.0137707924508069,7284,80,0.0139211320378978,0.000140246428687764,0.0137710111272592,0.0138099488669652,0.0138099488669652,0.0140697554443418,0.014213478617043,0.0109829763866008,"Train"
0.014213478617043,7577,120,0.0145938329769659,0.000198721986194013,0.0142134839540893,0.0144978712504537,0.0145230285492657,0.0147778850406847,0.0149413490990956,0.0158374026659628,"Train"
0.0149413490990956,7004,84,0.0151093441304469,0.000115850760857439,0.0149413490990956,0.0149908330950908,0.0151156083794094,0.0152030098552219,0.0153603710761851,0.0119931467732724,"Train"
0.0153603710761851,16441,239,0.0156105853147578,5.72302140727254e-05,0.0153607681715276,0.0155793838085436,0.0156406056970737,0.0156406056970737,0.0156406056970737,0.0145368286600572,"Train"
0.0156406056970737,24066,320,0.0162038176209134,0.000161645452967792,0.0156419832898319,0.0162780325520027,0.0162780325520027,0.0162780325520027,0.0162780325520027,0.0132967672234688,"Train"
0.0162780325520027,3251,48,0.0164790623127377,0.00012699021863865,0.0162787292191569,0.0163709385574109,0.0164683254495425,0.016580309077448,0.0167043137716023,0.0147646877883728,"Train"
0.0167043137716023,7410,133,0.017122412905445,0.000186927384074028,0.0167051659391879,0.0170494421200189,0.0171163404140823,0.0171729021480938,0.0175392382014687,0.0179487179487179,"Train"
0.0175392382014687,7273,128,0.0177954738978057,0.000120065406848188,0.0175393173941409,0.0177432506161738,0.0178128219296144,0.0179155355386506,0.0179949926044026,0.0175993400247491,"Train"
0.0179949926044026,7500,129,0.0183850183034739,0.000198809590874528,0.017995927972713,0.0182280362474006,0.018357810439383,0.0186417378841333,0.0186439202666786,0.0172,"Train"
0.0186439202666786,6975,140,0.0190302753459809,0.000201973505624317,0.0186447162699683,0.0188968712180581,0.0189892823044005,0.0191872389113069,0.0194624921895773,0.0200716845878136,"Train"
0.0194624921895773,7330,143,0.0199917234191912,0.000323388147240159,0.0194629033996972,0.0196793498108092,0.0200155123152024,0.0202767220581955,0.0205375467993427,0.0195088676671214,"Train"
0.0205375467993427,7233,176,0.0211228590134981,0.000318473093319024,0.0205377204542002,0.0208559847337306,0.0211626490604919,0.0214072377258013,0.0216253316034972,0.0243329185676759,"Train"
0.0216253316034972,7289,167,0.022352462025144,0.00037546930959691,0.0216255725666687,0.022098278462541,0.0223380734888675,0.0226404511902178,0.0230298826074397,0.0229112361092057,"Train"
0.0230298826074397,7289,202,0.0236944408581328,0.000390785138536284,0.0230314215768685,0.0233340309861978,0.0237365156689191,0.0240175760697142,0.024396811349865,0.0277129921799973,"Train"
0.0243969021596823,7543,191,0.025065437677382,0.000372325032568693,0.0243970383744083,0.0248370085787058,0.0250011303290521,0.0254500265060705,0.0255440078675278,0.0253214901232931,"Train"
0.0255440078675278,7039,187,0.0264107939544253,0.000382357188285816,0.0255471246112321,0.0261044012808643,0.0265741480654081,0.0265741480654081,0.0270790431663895,0.0265662736184117,"Train"
0.0270790431663895,7824,227,0.0279852127037494,0.000512055383790485,0.0270814091535381,0.0276195749078459,0.0279276455535021,0.0284109505582203,0.0287208192853232,0.0290132924335378,"Train"
0.0287208192853232,6856,193,0.0293631684888118,0.000391115636920498,0.0287221296457227,0.029051047419077,0.0292166360602866,0.0298751463397657,0.0299293952720567,0.0281505250875146,"Train"
0.0299293952720567,8929,287,0.030043791271485,1.00827084718448e-05,0.0299296189284854,0.0300452869243979,0.0300452869243979,0.0300452869243979,0.0300452869243979,0.0321424571620562,"Train"
0.0300452869243979,16742,520,0.0311067534107391,0.000315324663942645,0.0300453677738954,0.0312511333002098,0.0312511333002098,0.0312511333002098,0.0312511333002098,0.0310596105602676,"Train"
0.0312511333002098,3387,128,0.0318330867433025,0.000387667780851465,0.0312563044273075,0.0314509471387996,0.0318096958845981,0.0321785331182224,0.0325009243174853,0.0377915559492176,"Train"
0.0325035485807067,9296,324,0.0334137624668533,0.000591237635949092,0.032509125140052,0.0328348078627273,0.0334387894475324,0.034120909616236,0.0341486681369649,0.0348537005163511,"Train"
0.0341486681369649,5284,192,0.0347270244018523,0.000340404914424195,0.0341487501908646,0.0343422851011874,0.034834836124414,0.0349774123944919,0.0352764364102044,0.036336109008327,"Train"
0.0352765938631577,7290,275,0.0361288781414703,0.000442895898868256,0.0352769612533819,0.035714238508476,0.0361742909135948,0.0365312120903865,0.0369296292318618,0.0377229080932785,"Train"
0.0369297737855825,7290,317,0.038300696318281,0.000758643718134581,0.0369301276929676,0.0376059794205195,0.0382496152459227,0.0390545679142131,0.0395427362349272,0.0434842249657064,"Train"
0.0395430406845541,7357,314,0.0409637918726403,0.000790654312820782,0.0395438235550232,0.0403650838848065,0.0410041946091651,0.041469625296165,0.0424814122786625,0.0426804403969009,"Train"
0.0424814122786625,7223,305,0.0436057753871458,0.000769304612399758,0.042485779011878,0.0428701112332279,0.0436564430308009,0.0444341718673178,0.0449164473985573,0.0422262217914994,"Train"
0.0449167608718628,7290,360,0.0464534643983836,0.000854794044014412,0.0449176530651169,0.0458092651837605,0.0462261341596118,0.0473336187660297,0.0477238359894442,0.0493827160493827,"Train"
0.0477239545003873,7309,425,0.0497895140332575,0.00110480805846748,0.0477243100332165,0.0487903367894451,0.0499869484347083,0.0508265521793346,0.0514411559862746,0.0581474893966343,"Train"
0.0514411559862746,11192,649,0.0531770761244574,0.000720138596783793,0.0514432139048818,0.0525982639011639,0.0536848814064511,0.0536848814064511,0.0536848814064511,0.057987848463188,"Train"
0.0536848814064511,12113,694,0.0554855349201646,0.000576507296082733,0.0536851525175939,0.0555754336101358,0.0557849203544054,0.0557849203544054,0.0557849203544054,0.0572938165607199,"Train"
0.0557849203544054,5841,353,0.0577751367816735,0.00100240368958988,0.0557865457928432,0.0569281046434382,0.0582585678149487,0.0585367383495378,0.0592727075981523,0.0604348570450265,"Train"
